Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,mean_predicts,mean_predicts_fine
0,1,1,1,0,0,0,0,0,0,0,0,0.74,0.44283476,0.49943265
0,1,1,1,0,0,0,0,1,1,0,0,0.31,0.37605977,0.37395757
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.33930963,0.32972702
0,1,1,1,0,0,0,0,1,1,0,0,0.24,0.42806584,0.4526852
0,1,1,1,0,0,0,0,0,0,0,0,0.42,0.446922,0.50718725
0,0,1,1,0,0,0,0,0,0,0,1,0.35,0.42553234,0.42124003
1,1,1,1,0,0,0,0,0,0,0,0,0.21,0.24690369,0.22788915
0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.2941391,0.26731944
0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.34875083,0.34106028
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.31074116,0.29136223
0,1,1,0,0,0,0,1,0,0,0,0,0.42,0.39293933,0.44677344
0,0,1,1,0,0,0,0,0,0,0,0,0.37,0.28710458,0.2507441
0,1,1,1,0,0,0,0,1,1,0,0,0.67,0.46374995,0.51366585
0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.7737573,0.80793965
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.26018006,0.22908083
0,1,1,1,0,1,0,0,0,0,0,0,0.43,0.36875802,0.3899766
0,1,1,1,0,0,0,0,0,0,0,0,0.55,0.3917575,0.40901074
0,1,1,1,0,0,0,0,0,0,0,0,0.42,0.39669955,0.41705695
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.34513348,0.3380749
0,1,1,1,0,0,0,0,1,1,0,0,0.48,0.28046024,0.2541345
0,1,1,1,0,0,0,1,0,1,1,0,0.4,0.59918654,0.6728366
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.29994553,0.27738228
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.303592,0.28207237
0,1,1,1,0,0,0,0,0,1,1,0,0.77,0.42124072,0.4503963
0,0,1,1,0,0,0,0,0,0,0,1,0.23,0.27589294,0.21893188
0,1,1,1,0,0,0,1,0,0,0,0,0.65,0.35889757,0.3310826
0,1,1,1,0,0,0,0,0,0,0,0,0.2,0.37835735,0.38787287
0,1,1,1,0,0,1,0,0,0,0,0,0.42,0.37879023,0.38451988
0,1,1,0,0,0,1,0,0,0,0,0,0.44,0.41828603,0.46862403
0,1,1,0,0,0,0,0,1,1,0,0,0.07,0.29450935,0.27591908
0,1,1,1,0,0,0,0,0,0,0,0,0.79,0.4585689,0.529055
0,1,1,1,0,0,1,0,0,0,0,0,0.29,0.31802762,0.29691845
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.3152956,0.2973284
0,1,1,1,0,0,0,0,1,0,0,0,0.34,0.30117115,0.2870491
0,1,1,1,0,1,0,0,0,0,0,0,0.23,0.3678681,0.38885394
0,0,1,1,0,0,0,0,0,0,0,1,0.58,0.43612385,0.44027513
0,1,1,1,0,0,0,0,1,0,0,0,0.23,0.36785764,0.3758249
0,1,1,1,0,0,0,0,1,1,0,0,1.0,0.4781456,0.5383353
0,1,1,1,0,0,0,0,0,0,0,0,0.41,0.27849263,0.25033388
0,0,1,1,0,0,0,0,1,1,0,0,0.36,0.41790342,0.4256305
0,1,1,1,0,0,0,0,0,0,0,0,0.43,0.44325954,0.5002252
0,1,1,0,0,0,1,1,0,0,0,0,0.24,0.31399366,0.30627775
0,0,1,1,0,0,0,0,0,0,0,1,0.3,0.29526916,0.24001782
0,1,1,0,0,0,0,0,0,0,0,0,0.35,0.32716554,0.31493634
0,1,1,0,0,1,0,1,0,0,0,0,0.06,0.3464051,0.30233067
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.33960986,0.3301548
0,1,1,0,0,1,0,0,1,0,0,0,0.54,0.41353288,0.4454444
0,1,1,1,0,0,0,0,0,1,0,0,0.27,0.3778611,0.38863286
0,1,1,1,0,1,0,0,0,0,0,0,0.37,0.44778568,0.50475043
0,0,1,1,0,0,0,0,0,0,0,0,0.25,0.298085,0.26397568
0,1,1,1,0,0,0,0,0,1,0,0,0.48,0.31204087,0.29665893
0,0,0,1,0,0,0,0,0,0,0,0,0.26,0.32223433,0.3016444
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.2692858,0.23924372
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.4098823,0.4395473
0,1,1,1,0,0,0,0,1,0,0,0,0.84,0.61662114,0.6737865
0,1,1,1,0,0,0,0,0,0,0,0,0.07,0.38150015,0.3927619
0,0,0,1,0,0,0,0,0,0,0,0,0.31,0.42631665,0.48127395
0,1,1,0,0,0,0,0,0,0,0,0,0.55,0.4981958,0.613345
0,1,1,0,0,0,1,0,0,0,0,0,0.25,0.3514325,0.34641168
0,1,1,1,0,0,0,0,1,1,0,0,0.32,0.2912916,0.26564685
0,0,1,1,0,0,0,0,1,1,0,1,0.36,0.32266527,0.3017603
0,1,1,1,0,0,1,0,0,1,0,0,0.93,0.411205,0.42806607
1,1,1,1,0,0,0,0,0,0,0,0,0.32,0.42842308,0.47763672
0,1,1,1,0,0,0,0,0,0,0,0,0.49,0.28794518,0.262131
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.45076472,0.5144946
0,1,1,1,0,0,0,0,1,1,0,0,0.57,0.37895334,0.37819034
0,1,1,1,0,0,0,0,0,0,0,0,0.34,0.2975933,0.27438197
0,1,1,1,0,0,0,0,1,1,0,0,0.47,0.38939953,0.3936243
0,1,1,1,0,0,0,0,0,0,0,0,0.22,0.273269,0.24395308
1,1,1,0,0,0,0,0,0,0,0,0,0.13,0.26828057,0.19633137
0,1,1,1,0,0,1,0,0,0,0,0,0.51,0.27911338,0.24764495
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.3283723,0.3146725
0,1,1,1,0,0,0,0,0,0,0,0,0.03,0.27481964,0.2458297
0,0,0,1,0,0,0,0,0,0,0,0,0.27,0.27940053,0.24902268
0,1,1,0,0,0,1,0,0,0,0,0,0.34,0.30946922,0.28482026
0,1,1,1,0,0,1,1,0,0,0,0,0.39,0.38810012,0.4201913
0,0,1,0,0,0,0,1,0,0,0,1,0.35,0.30321652,0.18948881
0,1,1,1,0,0,0,0,0,0,1,0,0.42,0.32175043,0.29882017
0,1,1,0,0,1,0,0,0,0,0,0,1.0,0.5208464,0.6612812
0,1,1,1,0,0,0,0,1,1,0,0,0.37,0.41099676,0.4263069
1,1,1,1,0,0,0,0,0,0,0,0,0.09,0.43788567,0.49226785
0,1,1,0,0,0,0,0,0,1,0,0,0.41,0.37444115,0.3629462
0,1,1,1,0,0,0,0,0,0,0,0,0.53,0.5435527,0.6547617
0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.28124183,0.25141516
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.29335263,0.26896816
0,1,1,1,0,0,0,0,0,0,0,0,0.28,0.33371896,0.3219338
0,1,1,0,0,0,0,0,0,0,0,0,0.42,0.35827735,0.36514392
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.28199196,0.25467652
0,1,1,1,0,0,0,0,1,1,0,0,0.14,0.35347623,0.34198514
0,1,1,1,0,0,0,1,0,0,0,0,0.62,0.3597389,0.33226722
0,1,1,1,0,1,0,0,0,0,0,0,0.3,0.3277951,0.3393059
0,0,1,1,0,1,0,1,0,0,0,1,0.32,0.34554404,0.29634172
0,0,0,1,0,1,0,0,0,0,0,0,0.28,0.43810052,0.4287879
0,1,1,1,0,0,0,0,1,0,0,0,0.43,0.456112,0.50748825
0,1,1,1,0,0,0,0,0,0,0,0,0.78,0.40294427,0.42743555
0,1,1,1,0,0,1,0,0,0,0,0,0.33,0.3300817,0.31321627
0,1,1,1,0,0,1,0,0,0,0,0,0.6,0.36349016,0.36121997
0,0,0,1,0,0,0,0,0,0,0,0,0.52,0.37953225,0.39190558
0,1,1,1,0,0,0,0,0,0,0,0,0.36,0.35613766,0.35412508
0,0,1,1,0,0,1,0,0,0,0,0,0.05,0.41457343,0.4490326
0,0,0,1,0,0,0,0,0,0,0,0,0.23,0.30125242,0.2743612
0,1,1,1,0,0,0,0,0,0,0,0,0.21,0.3224817,0.30685216
0,1,1,1,0,0,0,0,0,1,0,0,0.25,0.2715785,0.24829563
0,0,1,1,0,0,0,0,0,0,0,1,0.22,0.31768787,0.2663103
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.38781804,0.4026741
0,1,1,1,0,0,0,1,0,0,1,0,0.31,0.4223667,0.46005473
0,0,1,1,0,0,0,0,0,0,0,1,0.08,0.27736568,0.22047046
0,1,1,1,0,0,0,0,0,0,0,0,0.68,0.5370797,0.64684325
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.37934762,0.38941097
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.34787634,0.34204227
0,1,1,1,0,0,1,0,0,1,0,0,0.35,0.31190497,0.29236597
0,1,1,1,0,0,0,0,0,0,0,0,0.26,0.2762496,0.2475765
0,0,1,1,0,0,0,0,1,1,0,1,0.26,0.34524944,0.32990015
0,1,1,1,0,0,0,0,0,0,0,0,0.28,0.30314946,0.28150073
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.32294315,0.30746123
0,1,1,1,0,0,0,0,0,0,0,0,0.36,0.3759452,0.38413572
0,1,1,1,0,0,0,0,0,0,0,0,0.47,0.6305069,0.73836297
0,1,1,1,0,0,0,0,0,1,0,0,0.37,0.27920738,0.2568637
0,1,1,1,0,0,0,0,1,1,0,0,0.27,0.3435337,0.32899404
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.33797106,0.32782596
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.31551963,0.29762366
0,1,1,1,0,0,0,0,0,0,0,0,0.43,0.3114775,0.2923228
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.2859829,0.25967032
0,1,1,1,0,0,0,0,0,0,0,0,0.45,0.37313646,0.37980133
0,0,1,0,0,0,1,0,0,0,0,0,0.37,0.38391277,0.39931014
0,1,1,0,0,0,0,0,1,0,0,0,0.26,0.31653625,0.29664606
0,1,1,1,0,0,0,0,0,0,0,0,0.56,0.7011638,0.79482764
0,1,1,1,0,0,0,0,0,0,0,0,0.79,0.4753523,0.55911064
0,0,0,1,0,0,0,0,1,1,0,0,0.41,0.2985505,0.26184556
0,1,1,1,0,0,0,0,1,1,0,0,0.38,0.37190765,0.36791748
0,1,1,1,0,0,1,0,0,0,0,0,0.22,0.31315023,0.29035038
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.28998694,0.26469964
0,0,0,1,0,0,0,0,0,0,0,0,0.24,0.2965357,0.26861745
0,1,1,0,0,0,0,0,0,0,1,0,0.29,0.2875403,0.2268106
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.25364,0.2224339
0,1,1,1,0,0,0,0,0,0,0,0,0.21,0.25803196,0.22686803
0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.628561,0.70935047
0,1,1,1,0,0,0,0,0,0,0,0,0.35,0.49662393,0.5929592
0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.26041493,0.22786143
0,1,1,1,0,0,0,0,0,0,0,0,0.58,0.33404967,0.32238734
0,0,0,1,0,0,0,0,0,0,0,1,0.33,0.32989192,0.25091064
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.2607675,0.22970982
0,1,1,1,0,0,0,0,0,0,0,0,0.45,0.5601136,0.67365104
0,0,1,1,0,0,0,0,0,0,0,1,0.49,0.35432827,0.313489
0,1,1,1,0,0,0,0,1,1,0,0,0.06,0.32957366,0.31123215
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.509394,0.6111228
0,1,1,1,0,0,0,0,1,1,0,0,1.0,0.5030779,0.5772092
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.3392896,0.3296985
0,1,1,1,0,0,0,0,1,0,0,0,0.38,0.3275544,0.32106423
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.32157028,0.3056512
0,1,1,0,0,0,0,0,0,0,0,0,0.3,0.31798816,0.30102253
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.5860414,0.69826984
1,1,1,1,0,0,0,0,0,0,0,0,0.3,0.3590627,0.36929423
0,0,1,1,0,0,0,0,1,1,0,0,0.13,0.2680059,0.23135114
0,0,1,1,0,0,0,0,0,0,0,1,0.22,0.26962194,0.21255298
0,1,1,1,0,0,1,0,1,0,0,0,0.35,0.39093837,0.36630195
0,1,1,1,0,0,0,0,1,1,0,0,0.36,0.38708168,0.39015913
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.37966424,0.38990325
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.27204466,0.24247849
0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.34072465,0.30763087
0,1,1,1,0,0,1,0,1,1,0,0,0.94,0.7225903,0.8306886
0,1,1,1,0,1,0,0,0,0,0,0,0.33,0.35228536,0.3693929
0,1,1,1,0,1,0,0,0,0,0,0,0.31,0.31785023,0.32730207
0,0,0,1,0,0,0,0,0,0,0,0,0.29,0.31843418,0.29643875
0,1,1,1,0,0,1,0,0,0,0,0,0.23,0.29361165,0.2650804
0,1,1,1,0,1,0,0,0,0,0,0,0.86,0.48465008,0.56220925
0,0,0,1,0,0,0,0,0,0,0,0,0.28,0.34052008,0.32819605
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.36542836,0.36800644
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.34888992,0.34351403
0,0,1,1,0,0,0,0,1,1,0,1,1.0,0.5976462,0.7505835
0,1,1,1,0,0,0,0,0,0,0,0,0.34,0.5157331,0.61980313
0,0,1,0,0,0,0,0,0,0,0,0,0.12,0.32405776,0.29936576
0,1,1,1,0,0,0,0,0,0,0,0,0.4,0.39442438,0.41334677
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.3274911,0.31349596
0,1,1,0,0,0,1,0,0,0,0,0,0.35,0.34701636,0.33947626
0,1,1,0,0,0,0,0,0,0,1,0,0.24,0.2679657,0.20780015
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.62769026,0.73576367
0,1,1,0,0,0,1,0,0,1,0,0,0.26,0.34014344,0.3568778
0,1,1,1,0,0,0,0,1,1,0,0,0.34,0.28879994,0.26294872
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.7848341,0.8403106
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.29137042,0.2664493
0,1,1,1,0,0,0,0,0,0,0,0,0.15,0.28325236,0.25625348
0,1,1,1,0,0,0,0,0,0,0,0,0.37,0.3593264,0.35884073
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.3194021,0.30276456
0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.30591998,0.25829142
0,1,1,0,0,1,0,1,0,0,1,0,0.4,0.32696742,0.27038634
0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.30050912,0.2760224
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.3263604,0.31198984
0,1,1,1,0,0,0,0,1,0,1,0,0.26,0.37279972,0.31788749
0,1,1,0,0,0,0,0,0,0,0,0,0.33,0.29580912,0.2695829
0,1,1,1,0,0,0,0,0,0,0,0,0.42,0.33540788,0.32426327
0,1,1,1,0,0,0,0,0,0,0,0,0.43,0.28482822,0.2582232
0,1,1,1,0,0,0,0,0,0,0,0,0.15,0.47063988,0.5508173
0,0,1,0,0,0,0,0,0,0,0,0,0.32,0.32480448,0.3003688
0,1,1,1,0,0,0,0,0,0,0,0,0.43,0.3770538,0.38585165
1,1,1,1,1,0,0,0,0,0,0,0,0.32,0.39521557,0.3304335
0,1,1,1,0,0,0,0,0,0,0,0,0.79,0.32677048,0.31253564
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.32679313,0.31256577
0,1,1,1,0,0,1,0,0,0,0,0,0.44,0.40219307,0.42152604
0,1,1,1,0,0,0,0,0,0,0,0,0.22,0.28769127,0.2618127
0,1,1,1,0,0,0,1,0,0,0,0,0.16,0.31008273,0.2684764
0,1,1,1,0,0,0,0,0,0,0,0,0.2,0.31440717,0.2961594
0,1,1,1,0,1,0,0,0,0,0,0,0.24,0.3055362,0.31293398
0,1,1,1,0,0,0,0,1,1,0,0,0.28,0.39474776,0.40166387
0,0,0,1,0,0,0,0,0,0,0,0,0.28,0.30924067,0.28428674
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.3432655,0.33538598
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.31663117,0.29909092
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.30428714,0.2829718
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.25607747,0.22487926
0,1,1,1,0,0,0,0,0,0,0,0,0.45,0.30098167,0.2787103
0,0,0,1,0,0,0,0,0,0,0,0,0.22,0.26906842,0.23803452
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.2687593,0.23863184
0,1,1,1,0,0,0,0,0,0,0,0,0.15,0.30919084,0.28934303
0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.30755028,0.24899797
0,1,1,1,0,0,0,0,0,0,0,0,0.18,0.32967252,0.31641287
0,1,1,1,0,0,0,0,0,0,0,0,0.14,0.29667643,0.27321276
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.5296395,0.63760287
0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.60641956,0.75624967
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.27380186,0.2445968
0,1,1,1,0,0,1,0,0,0,0,0,0.42,0.30632386,0.2812975
1,1,1,1,0,0,0,0,0,0,0,0,0.26,0.31847283,0.31196684
0,0,1,1,0,0,0,0,1,1,0,1,0.27,0.39581984,0.40099454
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.3186941,0.30182427
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.39643052,0.41661778
0,1,1,1,0,0,0,0,0,0,0,0,0.16,0.27761644,0.24925432
0,1,1,1,0,0,1,0,0,0,0,0,0.32,0.32234874,0.30273494
0,1,1,1,0,0,0,0,0,0,0,0,0.51,0.3945159,0.41349584
0,1,1,1,0,0,0,0,1,1,0,0,0.35,0.29484197,0.269508
0,1,1,1,0,0,1,0,0,0,0,0,0.64,0.46486157,0.5326473
0,1,1,1,0,0,0,0,0,0,0,0,0.68,0.6164324,0.72529966
0,1,1,1,0,0,0,0,1,1,0,0,0.12,0.29659137,0.27141947
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.3433482,0.3355048
0,0,1,1,0,1,0,0,0,0,0,0,0.44,0.37872854,0.4202432
0,0,0,1,0,0,0,0,0,0,0,0,0.34,0.37219813,0.3793734
0,1,1,1,0,0,0,0,1,1,0,0,0.1,0.4719712,0.5278267
0,1,1,0,0,0,0,0,0,0,0,0,0.35,0.32825598,0.31661153
0,1,1,1,0,0,0,0,0,0,0,0,0.75,0.50886244,0.6103791
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.32405734,0.30893463
0,1,1,1,0,0,0,0,0,0,0,0,0.34,0.28886306,0.26328373
0,1,1,1,0,0,0,0,0,0,0,0,0.22,0.36910975,0.37362102
0,0,1,1,0,0,0,0,0,0,0,0,0.46,0.4551509,0.49401322
0,1,1,1,0,1,0,0,0,0,0,0,0.23,0.62101984,0.71066844
0,0,1,1,0,0,0,0,0,0,0,1,0.82,0.44529042,0.4573695
0,1,1,1,0,0,0,0,0,0,0,0,0.42,0.42577523,0.4680287
0,1,1,1,0,0,0,0,0,0,0,0,0.49,0.32124358,0.3052166
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.2622967,0.23135276
0,0,1,1,0,0,0,0,0,0,0,0,0.34,0.3185269,0.2908944
0,1,1,0,0,0,1,0,0,0,0,0,0.33,0.3588552,0.35857958
0,1,1,1,0,0,0,0,1,1,0,0,0.38,0.42007375,0.44011348
0,1,1,1,0,0,0,0,1,0,0,0,1.0,0.3570227,0.36078256
0,1,1,0,0,0,1,0,0,1,0,0,0.36,0.3786282,0.4191053
0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.2854754,0.2558071
0,0,1,1,0,0,0,0,0,0,0,1,0.16,0.3008233,0.2463601
0,1,1,1,0,0,0,0,0,0,0,0,0.16,0.27377787,0.2445678
0,1,1,1,0,0,0,0,1,0,0,0,0.5,0.56956255,0.63137597
0,1,1,1,0,0,0,0,0,0,0,0,0.28,0.35672373,0.35498968
0,0,0,1,0,0,1,0,0,0,0,0,0.65,0.5426141,0.7041133
0,1,1,1,0,0,1,0,0,0,1,0,0.33,0.33738592,0.29967746
0,1,1,1,0,0,0,0,1,1,0,0,0.18,0.281585,0.2553072
0,1,1,1,0,0,1,0,0,0,1,0,0.34,0.36787882,0.34126973
0,0,1,1,0,0,0,0,0,0,0,1,0.27,0.32731277,0.27817488
0,0,0,0,0,0,0,0,1,1,0,1,0.26,0.38714257,0.30120158
0,1,1,1,0,0,0,0,1,1,0,0,0.25,0.45026255,0.49026528
0,0,0,1,0,0,0,0,0,0,0,0,0.28,0.29948813,0.27218515
0,1,1,1,0,1,0,0,1,1,0,0,0.35,0.46829256,0.49867448
0,1,1,0,0,0,1,0,0,0,0,0,0.29,0.3156384,0.29312176
0,1,1,1,0,0,0,0,0,0,0,0,0.46,0.3318531,0.3193814
0,1,1,0,0,0,0,0,0,0,1,0,0.24,0.2615655,0.20189905
0,1,1,1,0,0,0,0,0,0,0,0,0.12,0.2956294,0.27187115
0,1,1,1,0,0,0,0,0,0,0,0,0.46,0.46551257,0.54165995
0,0,1,1,0,0,0,0,0,0,0,1,0.18,0.27462652,0.21763194
0,1,1,1,0,0,0,0,1,0,0,0,0.4,0.29849172,0.28372738
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.27132624,0.24162237
0,0,1,1,0,0,0,0,0,0,0,0,0.26,0.32781026,0.30402243
1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.43322906,0.48513713
0,0,1,1,0,0,0,0,0,0,0,1,0.43,0.41473246,0.40260983
0,1,1,1,0,0,0,0,0,0,0,0,0.02,0.2679413,0.2376833
0,1,1,1,0,0,0,0,0,0,0,0,0.63,0.43841347,0.49118528
0,1,1,1,0,0,0,0,1,1,0,0,0.43,0.31463093,0.29276544
0,1,1,1,0,0,0,0,1,1,0,0,0.59,0.3557712,0.34511507
0,1,1,1,0,0,0,0,0,0,0,0,0.58,0.4102971,0.44028196
1,1,1,1,0,0,0,0,0,0,0,0,0.27,0.49567828,0.56870675
0,1,1,1,0,0,0,0,0,0,0,0,0.12,0.31231403,0.29341573
0,1,1,1,0,0,0,0,0,0,0,0,0.26,0.30397525,0.282568
0,1,1,0,0,0,0,0,0,0,0,0,0.38,0.34812605,0.34847862
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.2699829,0.24005547
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.35391968,0.35086185
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.3256139,0.31099772
0,1,1,1,0,0,0,0,0,0,0,0,0.44,0.58082163,0.6936188
0,1,1,1,0,0,0,0,0,0,0,0,0.35,0.36783814,0.37167776
0,1,1,1,0,0,0,0,1,0,0,0,0.3,0.28016353,0.26174504
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.34718493,0.34104007
0,1,1,1,0,1,0,0,0,0,0,0,0.22,0.29356775,0.2992402
0,1,1,1,0,1,1,1,0,0,1,0,0.8,0.492706,0.6621448
0,0,0,1,0,0,0,0,0,0,0,1,0.22,0.364552,0.30393898
0,1,1,1,0,0,0,0,0,1,0,0,0.2,0.33968017,0.3328082
0,0,1,1,0,0,0,0,0,0,0,0,0.16,0.32608166,0.30155027
0,1,1,1,1,0,1,0,0,0,0,0,0.43,0.42814308,0.49626598
0,1,1,1,0,0,0,0,0,0,0,0,0.56,0.27473956,0.24573238
0,1,1,1,0,0,0,0,0,0,0,0,0.45,0.32217342,0.30644566
0,0,0,0,0,0,1,0,0,0,0,0,0.31,0.34865695,0.32699293
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.34386396,0.3362463
0,1,1,1,0,0,0,0,0,0,0,0,0.37,0.29452688,0.2704629
0,1,1,1,0,0,0,0,0,0,0,0,0.22,0.3175947,0.3003662
0,0,1,1,0,0,1,0,0,0,0,0,0.27,0.3383308,0.3438094
0,0,1,1,0,0,0,0,0,0,0,0,0.62,0.36008906,0.3509962
0,0,1,1,0,0,0,0,1,0,0,0,0.36,0.30888802,0.3006658
0,1,1,1,0,0,0,0,0,0,0,0,0.17,0.3598129,0.35956258
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.30493006,0.28380513
0,1,1,0,0,0,1,1,1,1,0,0,0.3,0.3628259,0.41511163
0,1,1,1,0,0,0,0,0,0,0,0,0.17,0.27060437,0.24077916
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.32455397,0.30959204
0,1,1,1,0,0,0,0,1,0,0,0,0.43,0.34390125,0.34292862
0,1,1,1,0,0,0,0,0,0,0,0,0.58,0.42735186,0.4708782
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.4090444,0.4380633
0,1,1,1,0,0,0,0,0,0,0,0,0.46,0.4221521,0.46150607
0,1,1,0,0,0,0,1,0,0,1,0,0.19,0.3135803,0.26866525
0,1,1,1,0,0,1,0,0,0,0,0,0.24,0.30604178,0.280927
0,1,1,0,0,1,0,1,0,0,1,0,0.29,0.30120075,0.23803301
0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.26923177,0.23820081
0,0,0,1,0,0,0,0,0,0,0,0,0.72,0.54840815,0.6633391
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.4132577,0.4455586
0,1,1,1,0,1,0,0,0,0,0,0,0.52,0.3187419,0.3283494
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.36169627,0.36236328
0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.4083898,0.41592664
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.33554924,0.32445917
0,1,1,1,0,1,0,0,0,0,0,0,0.19,0.27601779,0.27991813
0,0,1,1,0,0,0,0,1,1,0,0,0.12,0.40062875,0.39922166
0,1,1,1,0,0,1,0,0,0,0,0,0.49,0.32920796,0.3120249
0,1,1,0,0,0,0,1,1,1,1,0,0.23,0.35150704,0.30387473
0,1,1,1,0,0,0,0,1,0,0,0,0.03,0.4202246,0.45287594
0,0,1,0,0,0,0,0,0,0,0,0,0.43,0.48511392,0.526806
0,0,0,1,0,0,0,0,0,0,0,0,0.04,0.3842755,0.40035325
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.34309012,0.33513403
0,1,1,1,0,0,1,0,0,0,0,0,0.44,0.3220186,0.3022905
0,0,1,1,0,0,0,0,0,0,0,0,0.23,0.33830318,0.3191557
0,0,0,1,0,0,0,0,0,0,0,1,0.3,0.31482077,0.2318445
0,1,1,1,0,0,0,0,0,0,0,0,0.75,0.41236448,0.44396335
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.41619405,0.45081058
0,0,1,1,0,0,0,0,0,0,0,0,0.69,0.653815,0.72851175
0,1,1,1,0,0,0,0,0,0,0,0,0.05,0.35680684,0.3551124
0,0,1,0,0,0,1,0,0,0,0,0,0.27,0.35663313,0.3561787
0,0,1,1,0,0,1,0,0,0,0,0,0.41,0.35901672,0.37161437
0,1,1,1,0,0,0,0,0,0,0,0,0.15,0.34644535,0.33996958
0,1,1,0,0,0,0,0,0,0,0,0,0.3,0.30831993,0.28693634
0,1,1,0,0,0,0,0,0,0,0,0,0.39,0.30248874,0.27876362
0,0,0,1,0,1,0,0,0,0,0,0,0.3,0.40583706,0.38898534
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.341538,0.3329088
